game_id,title,year,n_obs,adj_mean,expected_Q3bFam,resid_Q3bFam,expected_Q4Fam,resid_Q4Fam,se_adj,lower_bound_adj,lower_bound_resid_Q3bFam,vol_band,hiddenness_bucket,fam_18XX,fam_Cooperative Game,fam_Legacy Game
282418,Toy Story: Obstacles & Adventures,2019.0,587,7.5171186564967485,7.106696449105394,0.4104222073913544,7.205037928986499,0.3120807275102493,0.0492585297708874,7.420571938145809,0.3138754890404149,500-999,eligible,0.0,1.0,0.0
291453,SCOUT,2019.0,19694,8.182653634123604,7.492548647108208,0.6901049870153955,7.502789776507798,0.6798638576158051,0.0085042012487751,8.165985399676005,0.6734367525677962,10k-25k,exclude,0.0,0.0,0.0
302926,Silver Coin,2020.0,367,7.685376237476958,7.080617386464125,0.604758851012833,6.96223337763195,0.7231428598450078,0.062297047425807,7.563274024522376,0.4826566380582512,200-499,eligible,0.0,0.0,0.0
320858,Sakura Arms: Saine Box,2022.0,117,8.656027635699425,8.064317481296378,0.5917101544030476,8.005872762939452,0.6501548727599733,0.1103335431594635,8.439773891106876,0.3754564098104991,100-199,eligible,0.0,0.0,0.0
320859,Sakura Arms: Yatsuha Box,2022.0,114,8.729824284983446,7.983370173813929,0.7464541111695162,7.9300922327405665,0.799732052242879,0.11177587291431,8.510743574071398,0.5273734002574686,100-199,eligible,0.0,0.0,0.0
320879,Dual Gauge,2020.0,271,7.92231589455092,7.493523839529923,0.4287920550209971,7.679848228620516,0.2424676659304037,0.0724963014019341,7.780223143803129,0.2866993042732062,200-499,eligible,0.0,0.0,0.0
321044,Dungeon Fighter in the Catacombs of Gloomy Ghosts,2022.0,113,8.025192627253691,6.9965987250259225,1.0285939022277688,6.996288194674273,1.0289044325794183,0.1122693670265072,7.805144667881737,0.8085459428558147,100-199,eligible,0.0,1.0,0.0
322010,Enchanted Plumes,2021.0,564,7.617420047752287,7.0767894944930845,0.5406305532592022,7.048625979761667,0.5687940679906198,0.0502528785614976,7.518924405771751,0.4421349112786667,500-999,eligible,0.0,0.0,0.0
322076,On the Underground: Paris / New York,2024.0,156,8.04015316409941,7.592119678814315,0.4480334852850944,7.6821070140060606,0.3580461500933491,0.0955516512656422,7.852871927618751,0.2607522488044357,100-199,eligible,0.0,0.0,0.0
322283,Stargrave: Science Fiction Wargames in the Ravaged Galaxy,2021.0,160,8.195071400494696,7.645955249241817,0.5491161512528784,7.6665976596061345,0.5284737408885611,0.0943496958559016,8.010145996617128,0.3641907473753112,100-199,eligible,0.0,0.0,0.0
322616,Comic Hunters,2020.0,1454,8.001564799025207,7.518774269430613,0.4827905295945935,7.476760758339369,0.5248040406858383,0.0312981229721403,7.940220477999812,0.4214462085691985,1k-2.5k,eligible,0.0,0.0,0.0
331946,Faux Diamonds,2021.0,110,7.667747524091192,6.944367539170251,0.7233799849209408,6.949928539811493,0.7178189842796989,0.1137900146320637,7.444719095412347,0.5003515562420958,100-199,eligible,0.0,0.0,0.0
332230,Unlock!: Heroic Adventures – Insert Coin,2018.0,229,7.986179980188456,6.859242584856736,1.126937395331721,6.846339970283699,1.1398400099047574,0.0788647179900584,7.831605132927942,0.9723625480712064,200-499,eligible,0.0,1.0,0.0
332606,Hidden Games Tatort: Ein Drahtseilakt,2021.0,149,8.102740207134847,7.15016174784401,0.9525784592908372,7.199559760248633,0.903180446886214,0.0977703931694625,7.9111102365227,0.7609484886786907,100-199,eligible,0.0,1.0,0.0
339789,Welcome to the Moon,2021.0,7359,8.245869170740773,7.867395616992516,0.3784735537482575,8.00018663040178,0.2456825403389935,0.013912048863734,8.218601554967854,0.3512059379753387,5k-10k,exclude,0.0,0.0,0.0
340216,Heredity: The Book of Swan,2023.0,176,8.627492692999917,7.381937554599792,1.2455551384001249,7.482639115981051,1.144853577018866,0.089958905305302,8.451173238601525,1.0692356840017323,100-199,eligible,0.0,1.0,0.0
341008,Unlock!: Heroic Adventures – Sherlock Holmes: Der scharlachrote Faden,2018.0,181,7.655709413702183,6.761561863689884,0.8941475500122991,6.741763557784244,0.9139458559179392,0.0887076773975098,7.481842366003065,0.7202805023131799,100-199,eligible,0.0,1.0,0.0
