debiased_rank,debiased_rating,title,year,bgg_rank,geek_rating,avg_rating,voters,game_id,base_game,weight,weight_votes,mfg_playtime,mfg_age_rec,best_players,kickstarted,is_reimplementation,num_implementations,abstract_rank,cgs_rank,childrens_rank,family_rank,party_rank,strategy_rank,thematic_rank,war_rank
12156,6.58185265167206,Pit Crew,2017.0,5685.0,5.713,6.4,677.0,218161,1,1.2,10.0,30.0,8.0,0.0,0.0,0.0,0.0,,,,1140,251,,,
12157,6.581849772563997,Nautilus Island,2023.0,11349.0,5.56,6.58,131.0,378568,1,,,,,,,,,,,,,,,,
12158,6.581787022559884,Submarine,1976.0,6095.0,5.69,6.58,564.0,3083,1,3.2278,79.0,180.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,978
12159,6.58171717345085,Cloud 9,1999.0,3010.0,5.996,6.49,2310.0,632,1,1.1527,262.0,30.0,8.0,6.0,0.0,0.0,1.0,,,,1092,,,,
12160,6.581703350064988,UBike Tour: Taiwan,2019.0,16063.0,5.527,6.54,63.0,286434,1,2.0,1.0,45.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12161,6.581699780908487,Balada,2021.0,11473.0,5.559,6.5,144.0,342703,1,2.0,3.0,20.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12162,6.581640020380736,Drachensachen,2019.0,14467.0,5.535,6.7,98.0,282278,1,1.5,2.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12163,6.58163162368223,Strategy I: Strategic Warfare 350BC to 1984,1971.0,13311.0,5.542,6.55,106.0,8362,1,3.3846,13.0,360.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,2128
12164,6.581564450070395,NUT,2017.0,6815.0,5.656,6.6,383.0,195454,1,1.1429,7.0,15.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,
12165,6.581519191620789,Venture Angels,2018.0,18105.0,5.519,6.28,64.0,255695,1,1.0,1.0,20.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12166,6.581389900186783,Bomb Squad,2013.0,4767.0,5.778,6.4,963.0,142267,1,2.25,20.0,30.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,
12167,6.58136999632035,Zwergendorf,2022.0,12100.0,5.552,6.62,130.0,359238,1,,,,,,,,,,,,,,,,
12168,6.581257504633636,M.O.R.P.H.O.,2023.0,13563.0,5.541,7.04,74.0,365121,1,,,,,,,,,,,,,,,,
12169,6.5811989619442475,Time Division,2023.0,11564.0,5.558,6.6,143.0,391048,1,,,,,,,,,,,,,,,,
12170,6.5811481273903185,Le Donjon de Naheulbeuk,2010.0,6714.0,5.661,6.66,393.0,66125,1,1.8333,12.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,,335,,782,
12171,6.581126470699594,Histrio,2016.0,3847.0,5.872,6.56,1275.0,182120,1,2.0952,21.0,40.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12172,6.5811083699830615,Dragonsgate College,2017.0,7037.0,5.648,6.51,422.0,184704,1,2.875,8.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
12173,6.581013876464198,Sopwith,1978.0,11540.0,5.558,6.72,124.0,2105,1,1.75,12.0,60.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,2188
12174,6.580953069518851,Rally: Risk and Evaluation on All Roads in the Worlds,1980.0,16899.0,5.524,6.62,49.0,3238,1,1.75,4.0,120.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12175,6.580896257711614,Blox,2008.0,5540.0,5.721,6.56,590.0,34227,1,2.0847,59.0,45.0,10.0,0.0,0.0,0.0,0.0,169,,,1126,,,,
12176,6.580787151997974,El Memorioso,2010.0,18079.0,5.519,6.83,44.0,132784,1,,,,,,,,,,,,,,,,
12177,6.580747341463798,NOIR: Deductive Mystery Game,2012.0,3781.0,5.88,6.43,1734.0,102148,1,1.623,61.0,60.0,8.0,0.0,0.0,0.0,1.0,,,,860,,,559,
12178,6.580703216886073,Kastles: Medieval Mayhem,2014.0,18495.0,5.518,6.74,41.0,170439,1,,,,,,,,,,,,,,,,
12179,6.5805317994646675,Don't L.L.A.M.A. Dice,2021.0,3583.0,5.91,6.57,1400.0,325853,1,1.2857,7.0,20.0,8.0,0.0,0.0,1.0,1.0,,,,,,,,
12180,6.580494267958706,Hinge of Fate,2013.0,17730.0,5.52,6.86,35.0,130014,1,2.2,5.0,180.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2664
12181,6.580435117402333,Around the World in 80 Days,2004.0,2424.0,6.118,6.54,3341.0,12005,1,1.8046,348.0,70.0,10.0,5.0,0.0,0.0,0.0,,,,536,,,,
12182,6.580425846857399,"Shiloh: The Battle for Tennessee, 6-7 April, 1862",1975.0,15861.0,5.528,6.57,71.0,13919,1,2.4444,9.0,120.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,2390
12183,6.580401911826087,Castle Panic,2009.0,1311.0,6.468,6.65,16591.0,43443,1,1.6638,690.0,60.0,10.0,4.0,0.0,0.0,5.0,,,,333,,,,
12184,6.580292177102853,Cover Your Kingdom,2019.0,5603.0,5.717,6.7,565.0,281132,1,2.0,2.0,40.0,10.0,0.0,1.0,1.0,1.0,,,,,,,,
12185,6.580266771649761,Stellar Conquest,1975.0,5976.0,5.696,6.47,628.0,1708,1,3.0395,76.0,480.0,12.0,0.0,0.0,0.0,0.0,,,,,,2323,,1132
12186,6.58021836035833,Batman: Everybody Lies,2022.0,7929.0,5.619,6.56,319.0,355276,1,,,,,,,,,,,,,,,,
12187,6.580082406347753,Obelisk,2017.0,17220.0,5.522,6.64,61.0,230146,1,2.2,5.0,30.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
12188,6.57996923141552,Mountains of Madness,2017.0,2628.0,6.071,6.5,3396.0,214293,1,2.0556,36.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,156,,,
12189,6.579953060321155,TF22: RELOAD!,2013.0,18566.0,5.517,6.64,36.0,146747,1,2.25,4.0,30.0,14.0,0.0,0.0,1.0,1.0,,,,,,,,
12190,6.57988811216751,Trias,2002.0,3288.0,5.95,6.42,2081.0,4249,1,2.3857,223.0,45.0,12.0,3.0,0.0,0.0,0.0,,,,,,1663,,
12191,6.579810098972043,50 Clues: Keepers of Evil,2021.0,12667.0,5.548,6.4,125.0,339743,1,,,,,,,,,,,,,,,,
12192,6.579732366956923,Sugar Gliders,2012.0,6908.0,5.653,6.59,389.0,112192,1,2.0909,11.0,30.0,8.0,0.0,0.0,0.0,0.0,223,,,1351,,,,
12193,6.579729416942686,Take 5!,1998.0,2690.0,6.059,6.56,2539.0,153,1,1.4659,176.0,60.0,10.0,0.0,0.0,1.0,1.0,,,,932,,,,
12194,6.579675955188987,Great War at Sea: U.S. Navy Plan Red,2002.0,13001.0,5.545,6.64,88.0,4919,1,2.5455,11.0,30.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1720
12195,6.579641791795435,Rome At War III: Queen of the Celts,2007.0,14793.0,5.533,6.76,65.0,26539,1,2.7692,13.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1993
12196,6.5794478704091865,Darkness Comes Rattling,2015.0,9966.0,5.579,6.6,195.0,175209,1,3.0,8.0,120.0,13.0,0.0,0.0,0.0,0.0,,,,,,2068,938,
12197,6.5793374522978665,Escape from Colditz,1973.0,2267.0,6.152,6.68,3466.0,715,1,2.2192,260.0,180.0,12.0,4.0,0.0,0.0,0.0,,,,,,,632,
12198,6.579316304178734,Risk: Mass Effect – Galaxy at War Edition,2013.0,12843.0,5.546,6.82,113.0,150049,1,2.0,6.0,90.0,10.0,0.0,0.0,1.0,2.0,,,,,,,,
12199,6.5792594924667025,Svea Rike,1996.0,6481.0,5.671,6.4,643.0,270,1,2.4419,43.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,2441,1246,
12200,6.579155428359838,The X-Files: Circle of Truth,2018.0,10263.0,5.574,6.68,140.0,245206,1,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,
12201,6.579152835028816,Dungeon Guilds,2013.0,9558.0,5.585,6.5,193.0,148975,1,1.4444,18.0,30.0,12.0,0.0,0.0,0.0,1.0,,,,,,,,
12202,6.579140474900449,Dungeon Crawler,2010.0,11397.0,5.56,6.71,161.0,67878,1,2.6,15.0,60.0,13.0,0.0,0.0,0.0,0.0,,160,,,,,,
12203,6.579108989474976,Gold River,2020.0,10481.0,5.571,6.7,155.0,297661,1,1.75,4.0,35.0,8.0,0.0,0.0,1.0,1.0,,,,,,,,
12204,6.579058109542131,Click! The Great Wall,2022.0,13851.0,5.539,6.79,88.0,358053,1,,,,,,,,,,,,,,,,
12205,6.578937709594227,Subdivision,2014.0,3909.0,5.865,6.43,1436.0,155173,1,2.381,42.0,45.0,13.0,0.0,0.0,0.0,0.0,,,,832,,,,
12206,6.578937566553718,Rory's Story Cubes: Fright,2015.0,11145.0,5.563,6.7,133.0,182953,1,1.0,2.0,20.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,
12207,6.578921419445669,Looney Tunes Mayhem,2023.0,9297.0,5.59,6.96,177.0,328862,1,,,,,,,,,,,,,,,,
12208,6.578882900635042,Rolnicy,2018.0,14851.0,5.533,6.47,80.0,260277,1,1.3333,3.0,45.0,10.0,0.0,0.0,0.0,1.0,,,,,,,,
12209,6.578858365737502,Smithereens: The End of World War II in Europe,1993.0,16100.0,5.527,6.55,60.0,7754,1,2.6667,9.0,360.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2334
12210,6.578838863030422,Lebanon '82: Operation Peace for Galilee,2012.0,19383.0,5.515,6.47,35.0,129326,1,2.1667,6.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2832
12211,6.578640843451232,"The Black Prince: The Battle of Navarette, 1367",1979.0,20144.0,5.512,6.45,30.0,17452,1,,,,,,,,,,,,,,,,
12212,6.578595994130675,Apropos: Of Movies,2023.0,17717.0,5.52,6.62,44.0,403257,1,,,,,,,,,,,,,,,,
12213,6.5785225834815435,BEEEEES!,2017.0,7388.0,5.635,6.65,313.0,195981,1,1.8,5.0,30.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
12214,6.578401521043761,Potato Pirates: Enter the Spudnet,2020.0,13735.0,5.54,6.72,93.0,297139,1,2.1667,6.0,60.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,
12215,6.578374612329689,Ladies & Gentlemen,2013.0,3575.0,5.911,6.46,1739.0,124380,1,2.06,50.0,30.0,14.0,0.0,0.0,0.0,0.0,,,,,,,538,
12216,6.578303938223804,The Gnomes of Zavandor,2011.0,6561.0,5.667,6.34,565.0,103184,1,2.5789,38.0,90.0,10.0,0.0,0.0,0.0,0.0,,,,,,1665,,
12217,6.578282752456373,John Carter: Warlord of Mars,1979.0,10511.0,5.571,6.62,179.0,3369,1,3.1,20.0,360.0,12.0,0.0,0.0,0.0,0.0,,,,,,,1365,1747
12218,6.578271197337819,Street Fighter Rivals,2015.0,21236.0,5.508,6.23,32.0,186073,1,,,,,,,,,,,,,,,,
12219,6.578168476611502,Atlantis Rising,2012.0,4451.0,5.805,6.49,1004.0,92120,1,2.5333,60.0,90.0,10.0,0.0,0.0,0.0,1.0,,,,,,1394,,
12220,6.578156190694914,Pikit,2024.0,7554.0,5.63,6.67,287.0,403258,1,,,,,,,,,,,,,,,,
12221,6.57802066755078,Rabohnzel,2005.0,15993.0,5.528,6.58,58.0,20136,1,2.25,8.0,90.0,12.0,0.0,0.0,1.0,2.0,,,,,,,,
12222,6.577800401080635,Risk 2210 A.D.,2001.0,1751.0,6.296,6.69,7253.0,1829,1,2.7171,615.0,240.0,10.0,4.0,0.0,1.0,1.0,,,,,,,,677
12223,6.577584637900367,Dragonheart,2010.0,2442.0,6.113,6.49,3699.0,66171,1,1.3727,220.0,30.0,13.0,2.0,0.0,0.0,1.0,,,,545,,,,
12224,6.57755814514402,Deep Dive,2023.0,3486.0,5.923,6.65,1357.0,376747,1,,,,,,,,,,,,,,,,
12225,6.577391348168641,Longhorn,2013.0,3191.0,5.965,6.53,1799.0,148290,1,1.7414,58.0,15.0,8.0,0.0,0.0,0.0,0.0,129,,,,,,,
12226,6.5770713540810934,Command Decision,1986.0,14223.0,5.536,6.47,98.0,5835,1,3.5455,11.0,360.0,12.0,0.0,0.0,0.0,2.0,,,,,,,,1990
12227,6.577021594198639,Copenhagen: Roll & Write,2019.0,4403.0,5.809,6.56,924.0,282463,1,1.3636,11.0,40.0,8.0,0.0,1.0,1.0,1.0,,,,,,,,
12228,6.576903342125796,Kang,2018.0,16942.0,5.524,6.69,45.0,241486,1,2.6667,3.0,15.0,7.0,0.0,0.0,1.0,1.0,,,,,,,,
12229,6.576794564240504,Mason-Dixon: The Second American Civil War,1995.0,15739.0,5.529,6.65,73.0,7978,1,3.1818,11.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2381
12230,6.576779366566228,7: The Defense of Lwów,2015.0,13443.0,5.541,6.7,81.0,170043,1,1.6667,6.0,15.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,2520
12231,6.576691748828189,Laser Chess,2011.0,4398.0,5.81,6.62,910.0,91034,1,2.6923,39.0,30.0,8.0,0.0,0.0,1.0,1.0,177,,,,,,,
12232,6.5766528077849955,Meeple War,2016.0,4296.0,5.82,6.51,1056.0,192120,1,2.7391,23.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,,,1364,,
12233,6.576631694810862,Colorful Treasure,2019.0,18635.0,5.517,6.78,40.0,285223,1,,,,,,,,,,,,,,,,
12234,6.5765568437793425,Dash! A whimsical race through Singapore,2012.0,17684.0,5.521,6.34,55.0,113700,1,2.5,4.0,60.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12235,6.5765249115959055,Basilica,2010.0,5569.0,5.719,6.53,643.0,38931,1,2.3077,52.0,45.0,10.0,0.0,0.0,0.0,0.0,,,,,,1542,,
12236,6.5764012355689925,Bomarzo,2015.0,9038.0,5.594,6.53,244.0,172206,1,3.0,18.0,60.0,12.0,0.0,1.0,0.0,0.0,,,,,,1920,,
12237,6.576373273683537,Speedy Pickers,2017.0,16450.0,5.526,6.56,81.0,237217,1,2.0,1.0,30.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12238,6.576369700349739,WINK,1994.0,5012.0,5.758,6.58,728.0,13507,1,1.125,24.0,20.0,8.0,0.0,0.0,0.0,1.0,,,,,215,,,
12239,6.5763109843191465,Matryoshka,2016.0,4899.0,5.766,6.57,788.0,192185,1,1.7692,13.0,20.0,8.0,0.0,0.0,0.0,0.0,,,,1092,,,,
12240,6.57622222173375,"First Battle of Britain: The Air War Over England, 1917-18",2009.0,18117.0,5.519,6.59,44.0,34311,1,2.5,4.0,240.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2692
12241,6.576217923459121,Sword and Sail,2004.0,11382.0,5.56,6.7,137.0,16196,1,1.8462,26.0,30.0,12.0,0.0,0.0,0.0,0.0,,,,,,2088,,2046
12242,6.576020138723008,Krosmaster: Quest,2015.0,5841.0,5.704,6.75,566.0,155827,1,3.0833,12.0,180.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
12243,6.575917505291082,Wiraqocha,2011.0,6132.0,5.688,6.52,505.0,97875,1,2.6667,42.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,1589,,
12244,6.575881615127797,IQ Files: Escape Room – Sins,2021.0,15450.0,5.53,6.66,73.0,332181,1,3.0,1.0,150.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
12245,6.5758772269091805,Wanted Wombat,2022.0,17345.0,5.522,6.13,82.0,374071,1,,,,,,,,,,,,,,,,
12246,6.575840855182299,Pickomino,2005.0,1496.0,6.391,6.59,11755.0,15818,1,1.1536,755.0,20.0,8.0,4.0,0.0,0.0,2.0,,,,391,,,,
12247,6.575765782904054,Road to Infamy,2016.0,13205.0,5.543,6.99,85.0,177053,1,2.0,4.0,45.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
12248,6.575592220193482,Fafnir,2019.0,8119.0,5.615,6.27,408.0,294233,1,1.5,2.0,20.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,
12249,6.575538752720014,The Adventurers: The Temple of Chac,2009.0,1911.0,6.247,6.61,4900.0,43868,1,1.6558,369.0,45.0,10.0,4.0,0.0,0.0,0.0,,,,442,,,359,
12250,6.575373536388339,Entdecker: Exploring New Horizons,2001.0,3213.0,5.962,6.49,2018.0,1334,1,2.4344,221.0,90.0,10.0,0.0,0.0,1.0,1.0,,,,1161,,1628,,
12251,6.575194161544579,Augsburg 1520,2006.0,4135.0,5.839,6.41,1275.0,21892,1,2.6708,161.0,75.0,12.0,0.0,0.0,0.0,0.0,,,,,,1330,,
12252,6.575171145584949,Footmania,1993.0,13899.0,5.539,6.67,78.0,3973,1,1.8571,7.0,120.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12253,6.57501221893791,The Book of Classic Board Games,1991.0,,5.616,6.6,277.0,2883,1,1.8333,18.0,10.0,6.0,0.0,0.0,0.0,1.0,,,,,,,,
12254,6.574934972097403,Drive,2003.0,5904.0,5.7,6.54,525.0,6137,1,1.2679,56.0,30.0,8.0,0.0,0.0,0.0,2.0,,,,1185,,,,
12255,6.574808912990309,The Battle of the Alma,1994.0,19261.0,5.515,6.68,32.0,17269,1,,,,,,,,,,,,,,,,
12256,6.5747341710304985,Flee The Scene,2015.0,11665.0,5.557,6.61,116.0,68931,1,1.2857,7.0,40.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12257,6.574683209285648,Water Lily,2010.0,6093.0,5.69,6.6,458.0,67178,1,1.2857,35.0,20.0,7.0,0.0,0.0,0.0,0.0,200,,,1202,,,,
12258,6.5746585200343155,Android: Mainframe,2016.0,2984.0,6.002,6.56,2047.0,193557,1,1.8537,41.0,30.0,12.0,0.0,0.0,1.0,1.0,163,,,,,,,
12259,6.574491624206024,Duo Regna,2023.0,16074.0,5.527,7.07,47.0,392117,1,,,,,,,,,,,,,,,,
12260,6.57446481209758,Kyoto no Neko,2024.0,8611.0,5.603,6.74,226.0,417155,1,,,,,,,,,,,,,,,,
12261,6.574294178298656,Terrible Monster,2015.0,9233.0,5.591,6.49,271.0,177541,1,1.6,10.0,10.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,
12262,6.5740985782044925,Mage Knight Dungeons,2002.0,4972.0,5.76,6.7,701.0,2876,1,2.4848,66.0,60.0,10.0,0.0,0.0,0.0,0.0,,128,,,,,,
12263,6.57390024908185,Amulet,2023.0,11439.0,5.559,6.78,121.0,291348,1,,,,,,,,,,,,,,,,
12264,6.573765766415593,Escape from Atlantis,1986.0,3181.0,5.968,6.58,1833.0,24037,1,1.5432,162.0,60.0,8.0,4.0,0.0,1.0,2.0,,,,754,,,,
12265,6.573749899241854,Athens & Sparta,2007.0,9979.0,5.578,6.51,204.0,29656,1,2.7436,39.0,180.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1468
12266,6.573715169541864,Dark Empire: Revolution,2013.0,9810.0,5.581,6.49,195.0,133835,1,2.5,18.0,60.0,12.0,0.0,1.0,0.0,0.0,,,,,,1929,910,
12267,6.573713514776433,Itchy Monkey,2018.0,9883.0,5.58,6.61,176.0,249404,1,2.375,8.0,45.0,8.0,0.0,1.0,0.0,0.0,428,,,,,,,
12268,6.573711181092858,Jurassic Snack,2018.0,4344.0,5.816,6.67,857.0,241164,1,1.1818,11.0,15.0,7.0,0.0,0.0,1.0,1.0,,,,,,,,
12269,6.573709291277038,Squire for Hire,2019.0,5125.0,5.748,6.68,620.0,287780,1,1.6923,13.0,25.0,12.0,0.0,1.0,0.0,0.0,,,,1139,,,,
12270,6.5734526041719885,Micro Mutants: Evolution,2007.0,4375.0,5.813,6.58,944.0,31056,1,1.4268,82.0,30.0,10.0,0.0,0.0,1.0,1.0,,,,913,,,,
12271,6.573390748864969,Ultimate Werewolf: Inquisition,2013.0,4682.0,5.783,6.51,931.0,140457,1,1.6818,44.0,60.0,8.0,0.0,0.0,0.0,0.0,,,,,208,,,
12272,6.573359271737747,Rocky Road à la Mode,2017.0,4194.0,5.831,6.65,889.0,200726,1,1.7692,13.0,30.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,
12273,6.573293286080737,Mint Tin Mini Apocalypse,2015.0,7844.0,5.621,7.01,333.0,181370,1,1.0833,24.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12274,6.573284962893573,Fortress Berlin,2004.0,10738.0,5.568,6.56,157.0,12459,1,3.6818,22.0,720.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1413
12275,6.573195563057464,Kullerhexe,2016.0,16390.0,5.526,6.58,112.0,206938,1,1.5,4.0,20.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,
12276,6.573114096133795,"Machi Koro: Bright Lights, Big City",2016.0,2534.0,6.095,6.64,2835.0,205494,1,1.9286,28.0,30.0,10.0,0.0,0.0,1.0,1.0,,,,593,,,,
12277,6.573103664234223,Versailles,2014.0,4766.0,5.778,6.48,886.0,160561,1,2.7347,49.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,1442,,
12278,6.573102756325892,Air Baron,1996.0,5598.0,5.718,6.4,781.0,76,1,2.5474,95.0,120.0,10.0,0.0,0.0,0.0,0.0,,,,,,2242,,
12279,6.57303046697733,Mystery of the Abbey,1995.0,1780.0,6.287,6.54,8191.0,915,1,2.2039,721.0,90.0,8.0,5.0,0.0,0.0,0.0,,,,700,,,,
12280,6.5729012739600465,Starship Troopers,1976.0,3907.0,5.865,6.6,1283.0,670,1,3.0845,142.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,733
12281,6.572766314871811,Cities,2008.0,4118.0,5.841,6.43,1227.0,38657,1,1.6552,116.0,30.0,8.0,0.0,0.0,0.0,1.0,,,,888,,,,
12282,6.572713968816254,Rick and Morty: The Pickle Rick Game,2018.0,7982.0,5.618,6.78,266.0,246532,1,1.5556,9.0,45.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,
12283,6.572625118263146,Space Battle Lunchtime Card Game,2020.0,12974.0,5.545,6.69,105.0,299074,1,1.4,5.0,30.0,10.0,0.0,0.0,1.0,1.0,,,,,,,,
12284,6.572550917232187,Goblin,1982.0,18762.0,5.517,6.51,47.0,3108,1,2.8,5.0,180.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,3540
12285,6.5724889694784,Gorkamorka,1997.0,7396.0,5.635,6.54,378.0,5255,1,2.7895,38.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,772,1294
12286,6.5723671888376,Target Arnhem: Across 6 Bridges,2005.0,6874.0,5.654,6.5,422.0,16162,1,2.1132,106.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,896
12287,6.5721496555688175,One Night Ultimate Vampire,2016.0,2731.0,6.052,6.65,2233.0,180956,1,1.5814,43.0,10.0,8.0,0.0,0.0,0.0,1.0,,,,,111,,,
12288,6.572009396576628,König Salomons Schatzkammer,2005.0,9557.0,5.585,6.55,191.0,16177,1,2.1111,18.0,45.0,8.0,0.0,0.0,0.0,0.0,,,,1534,,,,
12289,6.571984611794488,Dohdles!,2015.0,10327.0,5.573,6.59,202.0,172164,1,2.0,3.0,60.0,10.0,0.0,0.0,1.0,1.0,,,,,,,,
12290,6.571894602497858,Zong Shi,2012.0,7532.0,5.631,6.43,354.0,110286,1,2.5517,29.0,90.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,
12291,6.57184327250033,Noble Treachery: The Last Alliance,2014.0,10783.0,5.567,6.76,169.0,149639,1,2.1364,22.0,45.0,12.0,0.0,1.0,0.0,0.0,,,,,,2033,,
12292,6.571831536992276,Zombie Plague,2001.0,6738.0,5.66,6.69,462.0,7514,1,1.8125,64.0,60.0,10.0,0.0,1.0,0.0,0.0,,,,,,,765,
12293,6.571826193293753,SUMO,2023.0,16058.0,5.527,6.31,72.0,406257,1,,,,,,,,,,,,,,,,
12294,6.571809172221855,Munchkin X-Men,2017.0,6049.0,5.692,6.97,421.0,213670,1,2.2,5.0,120.0,10.0,0.0,0.0,1.0,1.0,,,,,,,,
12295,6.571787641623075,KUMO Hogosha,2015.0,7510.0,5.632,6.59,350.0,181290,1,2.1667,12.0,30.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12296,6.571778945733732,Armata Strigoi,2019.0,11269.0,5.561,6.54,173.0,284751,1,2.2,10.0,90.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
12297,6.571777611180432,Lightning: North Africa on to Tobruk!,2006.0,10934.0,5.565,6.54,148.0,24078,1,2.0,19.0,30.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,1464
12298,6.571690533683266,That's Life!,2005.0,2571.0,6.085,6.48,3457.0,17240,1,1.3116,292.0,30.0,8.0,4.0,0.0,0.0,3.0,,,,624,,,,
12299,6.571547192001166,ESCAPE Dysturbia: Gefahr in den Docks,2020.0,19378.0,5.515,6.26,41.0,311308,1,,,,,,,,,,,,,,,,
12300,6.571416422229572,House of Borgia,2017.0,7951.0,5.619,6.54,292.0,166569,1,2.0,8.0,30.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
12301,6.571387885918696,Zoo Run,2019.0,12503.0,5.549,6.73,102.0,283073,1,,,20.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,
12302,6.571309936907546,Bukiet,2018.0,7737.0,5.625,6.55,332.0,258437,1,1.5,10.0,40.0,8.0,0.0,0.0,0.0,1.0,,,,,,,,
12303,6.571309829241781,Mangaka: The Fast & Furious Game of Drawing Comics,2016.0,13844.0,5.539,6.67,92.0,175627,1,1.0,1.0,90.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,
12304,6.571297444806068,Extraordinary Adventures: Pirates!,2019.0,4721.0,5.781,6.59,762.0,254994,1,2.25,20.0,60.0,8.0,0.0,1.0,0.0,0.0,,,,,,,,
12305,6.571282668202337,GrandBois,2019.0,8205.0,5.613,6.62,267.0,283584,1,1.5,6.0,30.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12306,6.571251425831549,Régents,2011.0,14562.0,5.535,6.54,88.0,81297,1,3.0,9.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,2147,,
12307,6.571207021199639,The Science and Seance Society,2020.0,19022.0,5.516,6.38,36.0,315625,1,,,,,,,,,,,,,,,,
12308,6.571181288549432,Joker Marbles,1970.0,16159.0,5.527,6.53,79.0,31770,1,1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,808,,,,,,,
12309,6.571131620808875,Orion,1971.0,15973.0,5.528,6.63,54.0,8923,1,2.0,5.0,20.0,8.0,0.0,0.0,0.0,0.0,474,,,,,,,
12310,6.571115353467785,Yukon Company,1999.0,19232.0,5.515,6.16,46.0,412,1,3.0,4.0,120.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
12311,6.570733126440354,Sixto,2023.0,10845.0,5.567,6.51,156.0,402205,1,,,,,,,,,,,,,,,,
12312,6.570646608205941,Night Clan,2014.0,10382.0,5.572,6.47,189.0,168549,1,1.4,5.0,20.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
12313,6.570585391300894,The Siege of Minas Tirith,1975.0,20022.0,5.512,6.59,38.0,6832,1,3.3333,6.0,120.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2876
12314,6.570561609217299,"The First Afghan War, 1839-42",1996.0,17622.0,5.521,6.41,54.0,10264,1,2.6,10.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,2689
12315,6.570527792107507,Daimyo's Fall,2018.0,14749.0,5.534,7.03,94.0,192891,1,3.75,4.0,60.0,14.0,0.0,1.0,0.0,0.0,,,,,,2151,,
