debiased_rank,debiased_rating,title,year,bgg_rank,geek_rating,avg_rating,voters,game_id,base_game,weight,weight_votes,mfg_playtime,mfg_age_rec,best_players,kickstarted,is_reimplementation,num_implementations,abstract_rank,cgs_rank,childrens_rank,family_rank,party_rank,strategy_rank,thematic_rank,war_rank
171,8.351255613296203,Star Wars: Rebellion,2016.0,9.0,8.169,8.42,33850.0,187645,1,3.7535,1290.0,240.0,14.0,2.0,0.0,0.0,0.0,,,,,,,5,
172,8.350591189725739,Europa Universalis: The Price of Power,2023.0,1466.0,6.405,8.64,1248.0,254127,1,,,,,,,,,,,,,,,,
173,8.350239749444388,Clash of Cultures: Monumental Edition,2021.0,235.0,7.289,8.31,4293.0,299659,1,3.5,36.0,240.0,14.0,0.0,0.0,1.0,1.0,,,,,,,,
174,8.349970470777274,The Vandermist Dossier,2022.0,9426.0,5.587,8.57,72.0,346702,1,,,,,,,,,,,,,,,,
175,8.348749898826956,A Song of Ice & Fire: Tabletop Miniatures Game – Free Folk Starter Set,2018.0,9918.0,5.579,8.57,65.0,273482,1,,,60.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,2186
176,8.348725464144694,Orléans: Deluxe Edition,2015.0,,6.75,8.35,1686.0,171905,1,3.0725,69.0,90.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
177,8.346135893239396,Hungarian Rhapsody: The Eastern Front in Hungary,2020.0,8331.0,5.609,8.41,103.0,207398,1,4.4286,7.0,240.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1064
178,8.346016049885383,Funkenschlag: EnBW,2007.0,5395.0,5.73,8.22,198.0,33434,1,3.1667,18.0,120.0,0.0,0.0,0.0,1.0,2.0,,,,,,1458,,
179,8.343218649951947,Rangers of Shadow Deep: Standard Edition,2020.0,7588.0,5.629,8.65,112.0,295604,1,2.3333,3.0,120.0,12.0,0.0,0.0,1.0,1.0,,,,,,,,
180,8.341604111726145,It's a Wonderful World: Heritage Edition,2019.0,,6.359,8.38,937.0,295260,1,2.3077,26.0,60.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
181,8.341160347557057,Unmatched: Slings and Arrows,2024.0,3081.0,5.983,8.65,441.0,415945,1,,,,,,,,,,,,,,,,
182,8.339750030641094,Triomphe à Marengo,2023.0,5509.0,5.723,8.23,209.0,359613,1,,,,,,,,,,,,,,,,
183,8.33892002771643,Galactic Cruise,2025.0,4726.0,5.781,8.26,298.0,391137,1,3.9757,617.0,,,,,,,,,,,,62,,
184,8.33813926708403,1841: Railways in Northern Italy,1994.0,4187.0,5.832,7.93,350.0,1447,1,4.3913,46.0,300.0,14.0,0.0,0.0,0.0,0.0,,,,,,1778,,
185,8.33622742889787,Through the Ages: A New Story of Civilization,2015.0,14.0,8.041,8.27,32784.0,182028,1,4.441,1764.0,120.0,14.0,3.0,0.0,1.0,1.0,,,,,,15,,
186,8.335963689200142,Warhammer Age of Sigmar: Warcry – Heart of Ghur,2022.0,10222.0,5.575,8.6,64.0,369146,1,,,,,,,,,,,,,,,,
187,8.333113928847677,Glory Days Boxing,2019.0,12517.0,5.549,8.91,47.0,313064,1,,,,,,,,,,,,,,,,
188,8.33255745423112,"Warhammer 40,000: Kill Team – Hivestorm",2024.0,11916.0,5.554,8.81,47.0,429262,1,,,,,,,,,,,,,,,,
189,8.33232154431277,Too Many Bones,2017.0,33.0,7.874,8.33,14722.0,192135,1,3.8688,648.0,120.0,12.0,3.0,1.0,0.0,0.0,,,,,,31,10,
190,8.332175607083238,Blood on the Clocktower,2022.0,118.0,7.52,8.35,7109.0,240980,1,3.0217,369.0,,,,,,,,,,,1,51,,
191,8.331930462575455,Tenkatoitsu,2016.0,5113.0,5.748,8.33,239.0,214296,1,3.4091,22.0,420.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,280
192,8.330190589774405,Sleeping Gods: Kickstarter Edition,2021.0,,5.874,8.47,319.0,331259,1,3.0,5.0,1200.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,
193,8.328200036273389,Black Rose Wars: Rebirth,2023.0,1328.0,6.462,8.47,1359.0,342444,1,,,,,,,,,,,,,,,,
194,8.328197107986155,Imperial Struggle,2020.0,475.0,6.999,8.25,2946.0,206480,1,3.8931,131.0,240.0,14.0,2.0,0.0,0.0,0.0,,,,,,334,,18
195,8.325474668997378,World in Flames Deluxe Edition,2000.0,,5.649,8.54,131.0,150446,1,4.75,8.0,6000.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
196,8.325450520463843,Austerlitz 1805: Rising Eagles,2016.0,4685.0,5.783,8.44,279.0,200247,1,3.3571,14.0,600.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,230
197,8.325255591683026,Sakura Arms: Yatsuha Box,2022.0,7257.0,5.64,8.32,125.0,320859,1,,,,,,,,,,,,,,,,
198,8.324806763925281,Andromeda's Edge,2024.0,426.0,7.054,8.44,2806.0,358661,1,3.75,312.0,,,,,,,,,,,,100,,
199,8.322741129548994,Twilight City,2024.0,13469.0,5.541,8.76,33.0,425605,1,,,,,,,,,,,,,,,,
200,8.32090333904329,Monikers: More Monikers,2018.0,3117.0,5.977,8.26,450.0,255249,1,,,60.0,18.0,0.0,1.0,0.0,0.0,,,,,,,,
201,8.320137203405677,Marvel United: Multiverse,2024.0,3257.0,5.956,8.55,426.0,377969,1,,,,,,,,,,,,,,,,
202,8.318775305157661,Civolution,2024.0,797.0,6.747,8.25,1875.0,400602,1,4.2586,526.0,,,,,,,,,,,,95,,
203,8.318679043370958,Shadows of Brimstone: Gates of Valhalla,2023.0,7192.0,5.642,8.46,142.0,273655,1,,,,,,,,,,,,,,,,
204,8.318631924007757,"DAK2: The Campaign in North Africa, 1940-1942",2004.0,4633.0,5.788,8.34,305.0,12234,1,4.371,62.0,360.0,14.0,0.0,0.0,1.0,1.0,,,,,,,,165
205,8.316024501572995,Tales from the Red Dragon Inn,2023.0,2788.0,6.038,8.42,566.0,345266,1,,,,,,,,,,,,,,,,
206,8.315809419159867,Shadows of Brimstone: City of the Ancients (Revised Edition),2020.0,5735.0,5.71,8.44,203.0,322984,1,,,180.0,12.0,0.0,0.0,1.0,1.0,,,,,,,,
207,8.31573151761725,Prelude to Revolution: Russia's Descent into Anarchy 1905 - 1917,2023.0,11837.0,5.555,8.25,44.0,294712,1,,,,,,,,,,,,,,,,
208,8.314791172066663,Shadows of Brimstone: Valley of the Serpent Kings,2023.0,8389.0,5.608,8.61,106.0,273654,1,,,,,,,,,,,,,,,,
209,8.313709306567498,Cyberpunk Red: Combat Zone,2023.0,9746.0,5.582,8.7,73.0,336357,1,,,,,,,,,,,,,,,,
210,8.313426136604216,Strike: Counter Strike – 4th Armored Division vs Panzer Lehr along the Saar,2023.0,10698.0,5.568,8.53,70.0,387472,1,,,,,,,,,,,,,,,,
211,8.313367429273873,Spirit Island,2017.0,10.0,8.144,8.34,55560.0,162886,1,4.0738,3468.0,120.0,13.0,2.0,1.0,0.0,0.0,,,,,,10,,
212,8.312502071448323,Triumph & Tragedy: European Balance of Power 1936-1945,2015.0,669.0,6.843,8.15,2424.0,130960,1,3.3377,151.0,360.0,12.0,3.0,0.0,0.0,2.0,,,,,,,,7
213,8.309522222324082,The Badger Deck,2014.0,10577.0,5.57,8.55,54.0,160950,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
214,8.308754185543648,Uprising: Curse of the Last Emperor,2021.0,1248.0,6.499,8.39,1314.0,284121,1,3.875,8.0,240.0,13.0,0.0,1.0,0.0,0.0,,,,,,,,
215,8.307898464120331,Pennsylvania Railroad,2019.0,12173.0,5.552,7.7,52.0,270110,1,,,,,,,,,,,,,,,,
216,8.307499010093801,Teotihuacan: City of Gods – Deluxe Master Set,2024.0,,5.85,8.29,320.0,381715,1,,,,,,,,,,,,,,,,
217,8.306849924357792,Old School Tactical: Volume 3 – Pacific 1942/45,2020.0,8788.0,5.599,8.74,85.0,281945,1,3.5,4.0,60.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1348
218,8.306822621596408,Europe in Turmoil II: The Interbellum Years 1920-1939,2024.0,8561.0,5.604,8.39,88.0,326019,1,,,,,,,,,,,,,,,,
219,8.306710285492485,Frostgrave: Second Edition,2020.0,4018.0,5.852,8.59,344.0,317519,1,2.4,5.0,120.0,12.0,0.0,0.0,1.0,2.0,,,,,,,683,800
220,8.306086653835713,Shikoku 1889,2004.0,781.0,6.754,7.99,2222.0,23540,1,3.9265,68.0,210.0,14.0,3.0,0.0,0.0,0.0,,,,,,443,,
221,8.303468972642424,Lion Rampant: Medieval Wargaming Rules Second Edition,2022.0,13138.0,5.544,8.69,36.0,369011,1,,,,,,,,,,,,,,,,
222,8.303083593140691,Axis Empires: Totaler Krieg!,2011.0,4448.0,5.805,8.27,288.0,32989,1,4.3137,51.0,3600.0,12.0,0.0,0.0,1.0,3.0,,,,,,,,139
223,8.300730477059965,Star Fleet Battles Silver Anniversary Master Rulebook,2004.0,10031.0,5.578,8.51,65.0,26203,1,4.8571,7.0,0.0,12.0,0.0,0.0,1.0,1.0,,,,,,,,905
224,8.299932229141486,Beyond the Rhine: The Campaign for Northwest Europe,2015.0,6190.0,5.685,8.35,189.0,163097,1,4.4286,14.0,3000.0,15.0,0.0,0.0,0.0,0.0,,,,,,,,393
225,8.298217114095905,"Stalingrad '42: Southern Russia, June-December, 1942",2019.0,3121.0,5.976,8.42,498.0,255393,1,3.5333,30.0,480.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,98
226,8.296306150585893,The U.S. Civil War,2015.0,2027.0,6.216,8.33,875.0,162009,1,3.8154,65.0,360.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,55
227,8.29551690033871,Age of Rail: South Africa,2011.0,4926.0,5.764,7.74,277.0,97683,1,3.125,8.0,40.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
228,8.295424348591634,Banks of the Styx: Omen Game 2,2024.0,12822.0,5.546,8.43,37.0,404711,1,,,,,,,,,,,,,,,,
229,8.295278437145068,Mega Empires: The West,2019.0,3813.0,5.877,8.22,391.0,267304,1,3.2857,7.0,780.0,12.0,0.0,0.0,1.0,1.0,,,,,,1507,,440
230,8.295040348138285,Aeon's End: War Eternal,2017.0,142.0,7.467,8.25,6055.0,218417,1,2.9253,174.0,60.0,14.0,2.0,1.0,0.0,0.0,,,,,,88,,
231,8.294996515595074,Wings of the Motherland,2019.0,8140.0,5.614,9.17,123.0,85147,1,4.25,12.0,240.0,14.0,0.0,0.0,1.0,1.0,,,,,,,,683
232,8.294915040975765,Lisboa,2017.0,60.0,7.714,8.18,11684.0,161533,1,4.5626,1175.0,120.0,12.0,3.0,1.0,0.0,0.0,,,,,,45,,
233,8.292774932897464,Lock 'n Load Tactical: Heroes of the Motherland,2015.0,8180.0,5.613,8.59,95.0,184563,1,3.5,8.0,240.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,834
234,8.292612769547803,Viticulture: Complete Collector's Edition,2014.0,,6.272,8.32,820.0,156455,1,3.32,50.0,90.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,
235,8.29194490850864,Unmatched Game System,2019.0,682.0,6.832,8.24,2282.0,295564,1,2.0,16.0,40.0,9.0,0.0,0.0,1.0,1.0,,,,456,,,,
236,8.291892996315912,A Song of Ice & Fire: Tabletop Miniatures Game – Baratheon Starter Set,2019.0,12165.0,5.552,8.67,46.0,293387,1,,,,,,,,,,,,,,,,
237,8.291504708403055,Puerto Rico,2011.0,,7.52,8.33,5820.0,108687,1,3.2239,326.0,150.0,13.0,4.0,0.0,0.0,0.0,,,,,,,,
238,8.291000685032758,Kingdom Legacy: Feudal Kingdom,2024.0,2491.0,6.105,8.46,615.0,415776,1,,,,,,,,,,,,,,,,
239,8.290796104725972,Five Parsecs From Home: Solo Adventure Wargaming,2021.0,4918.0,5.764,8.58,250.0,337864,1,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,
240,8.290378400192786,Pax Pamir: Second Edition,2019.0,44.0,7.784,8.16,15342.0,256960,1,3.8425,832.0,120.0,13.0,4.0,1.0,1.0,2.0,,,,,,42,,
241,8.288669571246523,Brass: Lancashire,2007.0,21.0,7.961,8.2,25734.0,28720,1,3.8432,1754.0,120.0,14.0,4.0,0.0,0.0,2.0,,,,,,20,,
242,8.28725891024619,Great Battles of Julius Caesar: Deluxe Edition,2022.0,,5.639,8.5,128.0,323529,1,,,,,,,,,,,,,,,,
243,8.286699670051386,The 7th Citadel,2024.0,806.0,6.74,8.53,1834.0,286063,1,,,,,,,,,,,,,,,,
244,8.286191150833924,The Doomed,2023.0,13263.0,5.543,8.88,33.0,344708,1,,,,,,,,,,,,,,,,
245,8.285717160700656,Clank!: Catacombs,2022.0,81.0,7.632,8.26,8317.0,365717,1,2.4907,324.0,,,,,,,,,,3,,36,,
246,8.284989645878857,1832: The South,2006.0,7625.0,5.628,7.79,126.0,23421,1,3.75,8.0,270.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
247,8.284484394649606,1880: China,2010.0,2955.0,6.008,7.92,574.0,69601,1,4.2593,27.0,300.0,13.0,0.0,0.0,0.0,0.0,,,,,,1104,,
248,8.283449134581298,1860: Railways on the Isle of Wight,2004.0,1891.0,6.252,7.88,985.0,12750,1,4.0959,73.0,240.0,13.0,0.0,0.0,0.0,0.0,,,,,,744,,
249,8.282560805994065,Feudum: Big Box,2018.0,,5.695,8.3,159.0,259586,1,4.4,5.0,180.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,
250,8.281769116527608,ISS Vanguard,2022.0,172.0,7.398,8.5,5215.0,325494,1,3.6657,329.0,,,,,,,,,,,,,29,
251,8.281591007181149,Heredity: The Book of Swan,2023.0,5587.0,5.718,8.56,205.0,340216,1,,,,,,,,,,,,,,,,
252,8.281079446189871,"Mr. President: The American Presidency, 2001-2020",2023.0,1968.0,6.231,8.46,850.0,183685,1,,,,,,,,,,,,,,,,
253,8.279498111596203,Gloomhaven: Jaws of the Lion,2020.0,11.0,8.139,8.41,36750.0,291457,1,3.6426,1192.0,120.0,14.0,2.0,0.0,0.0,0.0,,,,,,14,8,
254,8.278647469054514,Grimdark Future: Firefight,2018.0,10607.0,5.569,8.37,61.0,264685,1,,,,,,,,,,,,,,,,
255,8.277624112222192,The Lord of the Rings: Duel for Middle-earth,2024.0,72.0,7.672,8.44,7078.0,421006,1,2.0717,488.0,,,,,,,,,,,,19,,
256,8.277552904245349,S.T.A.L.K.E.R. The Board Game,2024.0,5673.0,5.713,8.61,246.0,381246,1,,,,,,,,,,,,,,,,
257,8.276858765246368,Warhammer Age of Sigmar: Warcry – Red Harvest,2021.0,11741.0,5.556,8.48,49.0,351652,1,,,,,,,,,,,,,,,,
258,8.276508323414426,La Bataille de la Moscowa (Third Edition),2011.0,6174.0,5.686,8.58,176.0,85424,1,4.2286,35.0,1000.0,16.0,0.0,0.0,1.0,1.0,,,,,,,,356
259,8.276045375656917,Barrage,2019.0,36.0,7.845,8.16,19089.0,251247,1,4.115,1244.0,120.0,14.0,4.0,1.0,0.0,0.0,,,,,,32,,
260,8.273235457871017,Shadows of Brimstone: Forbidden Fortress,2018.0,2216.0,6.166,8.52,787.0,212346,1,3.5556,18.0,120.0,12.0,0.0,1.0,0.0,0.0,,,,,,,322,
261,8.273046965711737,"Grand Havoc: Perryville, October 8, 1862",2023.0,12586.0,5.548,8.34,43.0,367679,1,,,,,,,,,,,,,,,,
262,8.2717566846005,1914: Nach Paris,2022.0,7783.0,5.623,8.83,122.0,367031,1,,,,,,,,,,,,,,,,
263,8.271030366758087,Blitz Bowl: Ultimate Edition,2022.0,4759.0,5.778,8.28,265.0,359065,1,,,,,,,,,,,,,,,,
264,8.26643128243331,Mythic Battles: Ragnarök,2023.0,3202.0,5.964,8.4,516.0,331398,1,,,,,,,,,,,,,,,,
265,8.265909187133287,Verdun 1916: Steel Inferno,2020.0,4012.0,5.853,8.26,353.0,289247,1,2.5556,9.0,240.0,14.0,0.0,1.0,0.0,0.0,,,,,,,,396
266,8.265892206037897,The Lord of the Rings: The Card Game – Revised Core Set,2022.0,409.0,7.065,8.46,2913.0,349067,1,,,,,,,,,,,,,,,,
267,8.265836934812512,Atlantic Chase: The Kriegsmarine Against the Home Fleet 1939-1942,2021.0,1933.0,6.242,8.3,865.0,251747,1,3.3333,30.0,120.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,89
268,8.26574539670481,Marvel Zombies: X-Men Resistance,2023.0,2460.0,6.11,8.5,634.0,355200,1,,,,,,,,,,,,,,,,
269,8.265718868966333,18OE: On the Rails of the Orient Express,2014.0,4594.0,5.792,8.07,305.0,96026,1,4.551,49.0,720.0,14.0,0.0,1.0,0.0,1.0,,,,,,1344,,
270,8.26563082658777,Tyrants of the Underdark: Board Game,2021.0,,6.958,8.21,2705.0,336847,1,2.75,8.0,90.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
271,8.265590344538435,Sakura Arms: Saine Box,2022.0,7280.0,5.639,8.26,129.0,320858,1,,,,,,,,,,,,,,,,
272,8.264163567413071,BattleTech: Alpha Strike Box Set,2022.0,7236.0,5.641,8.44,126.0,361918,1,,,,,,,,,,,,,,,,
273,8.263330395247163,BattleCON: Trials of Indines,2016.0,3982.0,5.856,8.17,371.0,204728,1,3.5,8.0,45.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,
274,8.262453930925227,1848: Australia,2007.0,2967.0,6.004,7.87,577.0,32424,1,3.7647,17.0,240.0,0.0,0.0,0.0,0.0,0.0,,,,,,1382,,
275,8.261770193071278,The Eastern Front: 1914-1917,2012.0,,5.603,8.33,98.0,135193,1,3.3077,13.0,360.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,
276,8.261355886211568,"Vijayanagara: The Deccan Empires of Medieval India, 1290-1398",2024.0,3697.0,5.892,8.14,394.0,334363,1,3.1389,36.0,,,,,,,,,,,,,,151
277,8.259250661988599,Unstoppable,2025.0,8466.0,5.606,8.44,96.0,420498,1,,,,,,,,,,,,,,,,
278,8.257894676138744,Terraforming Mars,2016.0,7.0,8.204,8.35,104081.0,167791,1,3.2728,4699.0,120.0,12.0,3.0,0.0,0.0,2.0,,,,,,8,,
279,8.256159207127642,Kings of War (Third Edition),2019.0,8976.0,5.596,8.57,92.0,288798,1,3.0,5.0,90.0,14.0,0.0,0.0,1.0,1.0,,,,,,,,1897
280,8.255510943624168,Light Speed: Arena,2024.0,9112.0,5.593,8.55,86.0,400498,1,,,,,,,,,,,,,,,,
281,8.255135877771655,Quest for the Lost Pixel,2015.0,7253.0,5.64,8.49,126.0,307161,1,,,,,,,,,,,,,,,,
282,8.254541641740566,Lock 'n Load Tactical: Heroes of North Africa,2017.0,10451.0,5.571,8.52,63.0,132766,1,4.0,2.0,240.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,1139
283,8.25387714607102,Mega Civilization,2015.0,1585.0,6.355,8.18,1099.0,184424,1,3.675,80.0,720.0,12.0,9.0,0.0,1.0,4.0,,,,,,554,,
284,8.25328309949356,Great Western Trail,2016.0,17.0,8.008,8.18,41952.0,193738,1,3.6962,1695.0,150.0,12.0,3.0,0.0,0.0,1.0,,,,,,21,,
285,8.252904501587166,Don't Look Back: The Core Game,2021.0,14227.0,5.536,8.6,31.0,342974,1,,,,,,,,,,,,,,,,
286,8.250474360973532,HEXplore It: The Domain of Mirza Noctis,2022.0,4170.0,5.834,8.35,324.0,331582,1,,,,,,,,,,,,,,,,
287,8.249702645289618,"Valley of Tears: The Yom Kippur War, 1973",2023.0,10955.0,5.565,8.47,70.0,388554,1,,,,,,,,,,,,,,,,
288,8.249487846197297,A Feast for Odin,2016.0,24.0,7.942,8.17,30155.0,177736,1,3.8672,1190.0,120.0,12.0,2.0,0.0,0.0,0.0,,,,,,23,,
289,8.249429328847862,Napoleon's Resurgence,2018.0,9401.0,5.589,8.37,78.0,245823,1,3.6667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1051
290,8.247177173246323,Kinfire Chronicles: Night's Fall,2023.0,2630.0,6.071,8.42,663.0,364655,1,,,,,,,,,,,,,,,,
291,8.246486547016918,"Red Storm: The Air War Over Central Germany, 1987",2019.0,5564.0,5.719,8.48,209.0,213497,1,4.5909,22.0,720.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,421
292,8.245768108217183,Napoleon's Last Gamble: Battles of the Hundred Days,2016.0,6665.0,5.663,8.36,163.0,174298,1,3.0833,12.0,1200.0,12.0,0.0,0.0,1.0,1.0,,,,,,,,533
293,8.245752671391289,This Is Not a Test: Post-Apocalyptic Skirmish Rules,2013.0,13645.0,5.54,8.62,39.0,146387,1,2.5,4.0,90.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2364
294,8.244756504480762,Nusfjord: Big Box,2024.0,,5.896,8.32,365.0,378979,1,,,,,,,,,,,,,,,,
295,8.243871170863098,El Grande Big Box,2015.0,,7.133,8.2,3369.0,171908,1,2.7895,95.0,90.0,12.0,5.0,0.0,0.0,0.0,,,,,,,,
296,8.241709210503675,Vinhos: Deluxe Edition,2016.0,145.0,7.461,8.08,7270.0,175640,1,3.993,427.0,135.0,14.0,4.0,1.0,1.0,1.0,,,,,,96,,
297,8.241553356040358,Middle-earth Strategy Battle Game: The Lord of the Rings – Battle of Pelennor Fields,2018.0,,5.654,8.46,132.0,259435,1,,,180.0,12.0,0.0,0.0,1.0,2.0,,,,,,,,
298,8.240841520714174,Red White & Blue Racin': Stock Car Action Game,2012.0,6469.0,5.671,8.58,167.0,120269,1,1.9,10.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
299,8.238001366461992,Breakaway Football,2017.0,10592.0,5.57,8.68,66.0,196348,1,2.75,4.0,90.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,
300,8.23786742895137,D-Day at Omaha Beach,2009.0,779.0,6.755,8.3,1952.0,29603,1,3.4483,203.0,480.0,12.0,1.0,0.0,0.0,4.0,,,,,,,,4
301,8.23770071756964,Rangers of Shadow Deep,2018.0,2980.0,6.002,8.54,598.0,264476,1,2.2143,14.0,120.0,12.0,0.0,0.0,0.0,1.0,,,,,,,494,329
302,8.23767888840403,Holland '44: Operation Market-Garden,2017.0,1964.0,6.232,8.26,885.0,207572,1,3.8,50.0,900.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,27
303,8.237016584672864,Songs of Far Shores: Omen Game 1,2024.0,9650.0,5.583,8.12,76.0,404713,1,,,,,,,,,,,,,,,,
304,8.236828387785181,The Emerald Flame,2021.0,4269.0,5.822,8.35,320.0,299371,1,,,,,,,,,,,,,,,,
305,8.236561416542678,Riichi Mahjong,1920.0,2715.0,6.054,8.29,641.0,108018,1,3.5,26.0,120.0,8.0,0.0,0.0,0.0,0.0,85,,,,,,,
306,8.234325819087633,Exceed: Street Fighter – Chun-Li Box,2019.0,6924.0,5.652,8.24,130.0,265755,1,3.0,2.0,25.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
307,8.23406164038963,Burnside Takes Command,2003.0,12324.0,5.551,8.4,41.0,35457,1,3.2727,11.0,120.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1607
308,8.232864986333054,Rococo: Deluxe Edition,2020.0,,7.201,8.2,3770.0,296100,1,3.0156,64.0,120.0,14.0,3.0,0.0,1.0,1.0,,,,,,,,
309,8.232133870951852,Kingdom Death: Monster,2015.0,80.0,7.638,8.49,9911.0,55690,1,4.2768,654.0,180.0,17.0,4.0,1.0,0.0,0.0,,,,,,,21,
310,8.228334027218821,Relicblade: Adventure Battle Game,2015.0,9668.0,5.583,8.59,88.0,189123,1,2.25,4.0,60.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
311,8.227160936468138,Exceed: Seventh Cross – Magic vs. Monsters Box,2018.0,9814.0,5.581,8.24,76.0,256780,1,3.0,2.0,30.0,10.0,0.0,1.0,0.0,0.0,,,,,,,,
312,8.227140994326549,La Granja: Deluxe Master Set,2023.0,824.0,6.73,8.28,1773.0,341945,1,,,,,,,,,,,,,,,,
313,8.226547316461104,Infinity: Operation Icestorm,2014.0,7140.0,5.644,8.37,127.0,163399,1,3.5,10.0,60.0,12.0,0.0,0.0,0.0,0.0,,,,,,,740,1207
314,8.225794093211396,"Plantagenet: Cousins' War for England, 1459 - 1485",2023.0,4513.0,5.799,8.23,294.0,352135,1,,,,,,,,,,,,,,,,
315,8.225737001132465,Nucleum,2023.0,174.0,7.394,8.16,5904.0,396790,1,4.1943,597.0,,,,,,,,,,,,75,,
316,8.223942034104164,Food Chain Magnate,2015.0,43.0,7.79,8.05,21237.0,175914,1,4.1849,1125.0,240.0,14.0,3.0,0.0,0.0,0.0,,,,,,41,,
317,8.221585002036216,Old School Tactical: Volume 2 – West Front 1944/45,2017.0,5693.0,5.712,8.6,209.0,205164,1,3.1111,9.0,180.0,12.0,0.0,1.0,0.0,0.0,,,,,,,,449
318,8.221158617022756,On Circus Grounds,2020.0,15320.0,5.531,8.28,30.0,330298,1,,,,,,,,,,,,,,,,
319,8.220792400348842,World At War 85: Storming the Gap,2019.0,4271.0,5.822,8.57,333.0,209877,1,3.2143,14.0,120.0,14.0,0.0,1.0,1.0,1.0,,,,,,,,167
320,8.2205157031784,Exceed: Street Fighter – M. Bison Box,2019.0,6762.0,5.659,8.22,139.0,265754,1,2.0,1.0,25.0,10.0,0.0,0.0,0.0,0.0,,,,,,,,
321,8.219246759711396,Hoplomachus: Victorum,2023.0,1043.0,6.599,8.39,1493.0,313889,1,,,,,,,,,,,,,,,,
322,8.219052950169221,Fateforge: Chronicles of Kaan,2024.0,3415.0,5.933,8.37,468.0,363625,1,,,,,,,,,,,,,,,,
323,8.218940972936984,Maria,2009.0,412.0,7.063,7.99,3771.0,40354,1,3.5831,331.0,210.0,14.0,3.0,0.0,0.0,0.0,,,,,,,,12
324,8.217744494771996,Heroscape: Master Set – Age of Annihilation,2024.0,6435.0,5.673,8.81,199.0,368557,1,,,,,,,,,,,,,,,,
325,8.216495272935903,Monikers: Serious Nonsense,2019.0,2927.0,6.013,8.21,501.0,283152,1,1.0,3.0,60.0,18.0,0.0,1.0,0.0,0.0,,,,,,,,
326,8.216320089291258,Death Valley: Battles for the Shenandoah,2019.0,5261.0,5.739,8.43,226.0,240905,1,4.3,10.0,1200.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,372
327,8.215196713672716,Marrakesh,2022.0,435.0,7.039,8.13,3193.0,342810,1,,,,,,,,,,,,,,,,
328,8.214831591654406,Warhammer: The Old World,2024.0,10473.0,5.571,8.44,69.0,411400,1,,,,,,,,,,,,,,,,
329,8.213960219830145,Cyclades: Legendary Edition,2024.0,6372.0,5.676,8.61,167.0,380619,1,,,,,,,,,,,,,,,,
330,8.213850553890241,Endeavor: Deep Sea,2024.0,478.0,6.994,8.24,2805.0,367966,1,2.9281,417.0,,,,,,,,,,,,46,,
331,8.212966209635312,The Devil's Cauldron: The Battles for Arnhem and Nijmegen,2008.0,3647.0,5.901,8.25,430.0,15369,1,3.8333,84.0,2400.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,71
332,8.2120979895573,The Curious Elevator of Mr. Hincks,2019.0,14192.0,5.537,8.33,30.0,311017,1,,,,,,,,,,,,,,,,
333,8.212090730683292,Revive,2022.0,94.0,7.578,8.12,9240.0,332772,1,3.4596,544.0,,,,,,,,,,,,66,,
334,8.211816276568698,Empire of the Sun: The Pacific War 1941-1945,2005.0,829.0,6.728,8.27,2058.0,11825,1,4.29,269.0,360.0,12.0,2.0,0.0,0.0,0.0,,,,,,,,9
335,8.209863270173141,Sorcery: Contested Realm,2022.0,6526.0,5.669,8.45,175.0,359315,1,,,,,,,,,,,,,,,,
